nquest,cliente,loja,a2,a3,c1a,c1b,c1c,c1d,c1e,c1f,c1g,c1h,c1i,c1j,c1k,c1l,c1m,c1n,c1o,c1p,c1q,c1r,c1s,c1t,c1u,c1v,c1w,c1x,c1_glo,c2a,c2b,c2c,c2d,c2e,c2f,c2_glo
1119.0,Bar/noite,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0
1200.0,Cafe/snack,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1201.0,Cafe/snack,Porto,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1202.0,Cafe/snack,Porto,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1203.0,Cafe/snack,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1204.0,Cafe/snack,Porto,Ambos,Todos os meses,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1205.0,Cafe/snack,Porto,Ambos,Todas as semanas,,,,,,,,,,,,,,,,3.0,,,,,,,,,5.0,5.0,,,,,,
1206.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0
1207.0,Cafe/snack,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,3.0,7.0,7.0,5.0,5.0,7.0,6.0,4.0,4.0,4.0,7.0,2.0,1.0,1.0,1.0,4.0,5.0,7.0,5.0,5.0,3.0,2.0,4.0
1208.0,Cafe/snack,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,,,,,,5.0,,,,7.0,7.0,,,,,4.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0
1209.0,Cafe/snack,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0
1210.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,2.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1211.0,Cafe/snack,Porto,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1212.0,Cafe/snack,Porto,Ambos,Todos os meses,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,3.0,5.0,6.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,2.0,7.0,7.0,1.0,1.0,1.0,4.0,7.0,7.0,7.0,3.0,3.0,3.0,4.0
1213.0,Cafe/snack,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,,,,,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1214.0,Cafe/snack,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,1.0,4.0,7.0,7.0,6.0,6.0,6.0,3.0,2.0,6.0,2.0,7.0,4.0,1.0,1.0,3.0,4.0,5.0,5.0,7.0,5.0,5.0,5.0,4.0
1215.0,Cafe/snack,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1216.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,6.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,7.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1217.0,Cafe/snack,Porto,Ambos,Todas as semanas,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1218.0,Cafe/snack,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1219.0,Cafe/snack,Porto,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,1.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,4.0,2.0,6.0,5.0,4.0,3.0,2.0,3.0,4.0,6.0,2.0,4.0,4.0,4.0,4.0
1220.0,Cafe/snack,Porto,Ambos,Todos os dias,4.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,2.0,2.0,7.0,7.0,4.0,4.0,6.0,6.0,3.0,7.0,2.0,6.0,3.0,2.0,5.0,1.0,,5.0,7.0,3.0,3.0,4.0,2.0,3.0
1221.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,7.0,6.0,,,7.0,7.0,,7.0,7.0,6.0,3.0,6.0,6.0,7.0,7.0,,,5.0,5.0,6.0
1222.0,Restaurante,Porto,Ambos,Todas as semanas,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,5.0,7.0,4.0,7.0,7.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
1223.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,3.0,7.0,7.0,1.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1224.0,Restaurante,Porto,Ambos,Todos os dias,7.0,7.0,7.0,6.0,4.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,7.0,1.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0
1225.0,Restaurante,Porto,Só artigos alimentares,Todas as semanas,6.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1226.0,Restaurante,Porto,Ambos,Todos os dias,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1227.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1228.0,Restaurante,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0
1229.0,Restaurante,Porto,Ambos,Todos os meses,4.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1230.0,Restaurante,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1231.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,7.0,5.0,4.0,2.0,4.0,5.0,7.0,2.0,5.0,5.0,5.0,5.0
1232.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,3.0,2.0,3.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0
1233.0,Restaurante,Porto,Ambos,Todos os dias,7.0,7.0,7.0,1.0,5.0,1.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,,4.0,1.0,1.0,2.0,2.0,1.0,7.0,7.0,1.0,3.0,6.0,7.0,1.0,5.0,7.0,2.0,4.0
1234.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,6.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1235.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0
1236.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,2.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1237.0,Restaurante,Porto,Ambos,Todas as semanas,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,1.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
1238.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,,,,,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1239.0,Restaurante,Porto,Ambos,Todos os meses,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1240.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1241.0,Restaurante,Porto,Ambos,Raramente,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1242.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1243.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
1244.0,Restaurante,Porto,Ambos,Todos os meses,,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1245.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1246.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
1247.0,Restaurante,Porto,Ambos,Todos os meses,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1248.0,Restaurante,Porto,Ambos,Todas as semanas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1249.0,Restaurante,Porto,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1250.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,6.0,7.0,7.0,,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
1251.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1252.0,Restaurante,Porto,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1253.0,Restaurante,Porto,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
1254.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1255.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0
1256.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1257.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1258.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1259.0,Restaurante,Porto,Ambos,Todos os dias,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1260.0,Restaurante,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1261.0,Restaurante,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1262.0,Outros,Porto,Ambos,Todos os meses,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1263.0,Outros,Porto,Ambos,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1264.0,Outros,Porto,Ambos,Todos os meses,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1265.0,Restaurante,Porto,Só artigos alimentares,Todas as semanas,5.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1266.0,Outros,Porto,Ambos,Todos os meses,5.0,7.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1267.0,Outros,Porto,Ambos,Todos os meses,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1268.0,Outros,Porto,Só artigos não-alimentares,Todos os meses,6.0,6.0,7.0,4.0,4.0,4.0,6.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,3.0,2.0,5.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0
1269.0,Outros,Porto,Ambos,Todos os meses,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1270.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0
1271.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,1.0,7.0,7.0,7.0,7.0,4.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,3.0,1.0,1.0,1.0,4.0,4.0,7.0,4.0,6.0,3.0,5.0,4.0
1272.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0
1273.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,7.0,4.0,7.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1274.0,Outros,Porto,Ambos,Raramente,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1275.0,Outros,Porto,Ambos,Todos os meses,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1276.0,Outros,Porto,Ambos,Todos os meses,5.0,7.0,7.0,5.0,7.0,5.0,7.0,6.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,7.0,5.0,7.0,7.0,7.0,5.0,4.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0
1277.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,7.0,5.0,7.0,4.0,7.0,6.0,3.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,6.0,4.0,2.0,2.0,2.0,5.0,4.0,6.0,2.0,4.0,4.0,2.0,4.0
1278.0,Outros,Porto,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,5.0,7.0,7.0,3.0,6.0,6.0,4.0,4.0
1279.0,Outros,Porto,Ambos,Todos os meses,6.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,,1.0,6.0,4.0,7.0,,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1280.0,Outros,Porto,Ambos,Raramente,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,,7.0,7.0,7.0,7.0,7.0
1281.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1282.0,Outros,Porto,Só artigos não-alimentares,Todos os meses,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1283.0,Outros,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1284.0,Outros,Porto,Ambos,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1285.0,Outros,Porto,Ambos,Todas as semanas,,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,,4.0,7.0,4.0,7.0,7.0,7.0,1.0,4.0,4.0,7.0,,4.0,4.0,7.0,4.0,4.0
1286.0,Outros,Porto,Ambos,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1287.0,Outros,Porto,Ambos,Todos os meses,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,,5.0,4.0,5.0,5.0,4.0
1288.0,Cafe/snack,Porto,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
